name	mod	context	context_source	default	live	seen	english	russian
key.mekanism.description	mekanism	UNIVERSAL	assumed	key.keyboard.n:SHIFT	key.keyboard.unknown	options+defaults	Show Description	Показать описание
key.mekanism.details	mekanism	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.tab	options+defaults	Show Details	Подробности
key.mekanism.feet_mode	mekanism	UNIVERSAL	assumed	key.keyboard.b	key.keyboard.keypad.6	options+defaults	Feet Mode Switch	Переключить режим бегунков
key.mekanism.head_mode	mekanism	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.keypad.7	options+defaults	Head Mode Switch	Переключить режим шлема
key.mekanism.key_boost	mekanism	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.keypad.decimal	options+defaults	Boost	Ускорение
key.mekanism.key_hud	mekanism	UNIVERSAL	assumed	key.keyboard.h	key.keyboard.unknown	options+defaults	Show HUD	Показать HUD
key.mekanism.legs_mode	mekanism	UNIVERSAL	assumed	key.keyboard.j	key.keyboard.keypad.9	options+defaults	Legs Mode Switch	Переключить режим штанов
key.mekanism.mode	mekanism	UNIVERSAL	assumed	key.keyboard.n	key.keyboard.unknown	options+defaults	Item Mode Switch	Переключить режим предмета
key.mekanism.module_tweaker	mekanism	UNIVERSAL	assumed	key.keyboard.backslash	key.keyboard.backslash	options+defaults	Module Tweaker	Настройка модулей
key.mekanismadditions.voice	mekanismadditions	UNIVERSAL	assumed	key.keyboard.u	key.keyboard.unknown	options+defaults	Voice	Голос
key.modern_industrialization.toggle_3x3	modern_industrialization	UNIVERSAL	assumed	key.keyboard.y	key.keyboard.unknown	options+defaults	Toggle 3x3 Mining	Вкл/выкл Копание 3х3
key.modern_industrialization.toggle_flight	modern_industrialization	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.keypad.divide	options+defaults	Toggle Flight	Вкл/выкл Полёт
key.modernfix.config	modernfix	UNIVERSAL	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open config screen	Открыть экран настройки
key.modularrouters.configure	modularrouters	GUI	bytecode	key.keyboard.c	key.keyboard.unknown	options+defaults	Configure Installed Module (GUI)	
key.modularrouters.moduleInfo	modularrouters	GUI	bytecode	key.keyboard.i	key.keyboard.unknown	options+defaults	Extra Tooltip Info (GUI)	
key.myotus.open.terminal_setting	myotus	UNIVERSAL	assumed		key.keyboard.unknown	options	Open Terminal Setting Screen	
key.myotus.toggle.upgrade_terminal_panel	myotus	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle Upgrade Terminal Panel	
key.neovitae.blood_shield	neovitae	UNIVERSAL	assumed		key.keyboard.unknown	options	Blood Shield (Orb of Vitae)	
key.neovitae.edit_hud	neovitae	UNIVERSAL	assumed		key.keyboard.unknown	options	Edit HUD Layout	
key.neovitae.lex_beam	neovitae	UNIVERSAL	assumed		key.keyboard.unknown	options	Lex Vitae: Fire Beam	
key.neovitae.lex_mode	neovitae	UNIVERSAL	assumed		key.keyboard.unknown	options	Lex Vitae: Cycle Mode	
key.neovitae.open_guide	neovitae	UNIVERSAL	assumed		key.keyboard.unknown	options	Open Scriptura Vitae for Hovered Item	Открыть Scriptura Vitae для шерсти
key.nextDestination	rftoolsbase	IN_GAME	bytecode	key.keyboard.right.bracket	key.keyboard.unknown	options+defaults	Cycle to next target	
key.next_item.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle to next item in DeepNull	
key.occultism.backpack	occultism	UNIVERSAL	assumed	key.keyboard.b	key.keyboard.unknown	options+defaults	Open Satchel	Открыть наплечную сумку
key.occultism.ender_bag	occultism	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Open Ender Satchel	Open Ender Satchel
key.occultism.familiar.bat_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Bat	Переключение эффекта перстня: летучая мышь
key.occultism.familiar.beaver_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Beaver	Переключение эффекта перстня: бобёр
key.occultism.familiar.beholder_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Beholder	Переключение эффекта перстня: созерцатель
key.occultism.familiar.blacksmith_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Blacksmith	Переключение эффекта перстня: кузнец
key.occultism.familiar.chimera_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Chimera	Переключение эффекта перстня: химера
key.occultism.familiar.cthulhu_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Cthulhu	Переключение эффекта перстня: Ктулху
key.occultism.familiar.deer_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Deer	Переключение эффекта перстня: олень
key.occultism.familiar.devil_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Devil	Переключение эффекта перстня: дьявол
key.occultism.familiar.dragon_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Dragon	Переключение эффекта перстня: дракон
key.occultism.familiar.fairy_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Fairy	Переключение эффекта перстня: фея
key.occultism.familiar.goat_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Goat	Переключение эффекта перстня: коза
key.occultism.familiar.greedy_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Greedy	Переключение эффекта перстня: алчный
key.occultism.familiar.guardian_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Guardian	Переключение эффекта перстня: страж
key.occultism.familiar.headless_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Headless Ratman	Переключение эффекта перстня: безголовый человек на крысе
key.occultism.familiar.mummy_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Mummy	Переключение эффекта перстня: мумия
key.occultism.familiar.otherworld_bird	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Drikwing	Переключение эффекта перстня: дрикрыл
key.occultism.familiar.shub_niggurath_familiar	occultism	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Ring Effect: Shub Niggurath	Переключение эффекта перстня: Шаб-Ниггурат
key.occultism.storage_remote	occultism	UNIVERSAL	assumed	key.keyboard.n	key.keyboard.insert	options+defaults	Open Storage Accessor	Открыть средство доступа к хранилищу
key.ok_zoomer.decrease_zoom	ok_zoomer	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Decrease Zoom	
key.ok_zoomer.increase_zoom	ok_zoomer	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Increase Zoom	
key.ok_zoomer.reset_zoom	ok_zoomer	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Reset Zoom	
key.ok_zoomer.zoom	ok_zoomer	UNIVERSAL	assumed	key.keyboard.x	key.keyboard.x	options+defaults	Zoom	
key.omnigrid.open_omni_grid	omnigrid	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Omni Grid	
key.openManual	mcjtylib	GUI	bytecode	key.keyboard.f1	key.keyboard.f1	options+defaults	Open Manual	
key.openNotes	notes	UNIVERSAL	assumed	key.keyboard.n	key.keyboard.unknown	options+defaults	Open Notes	Открыть заметки
key.open_deepnull.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Open/close DeepNull in hotbar	
key.open_menu	minemenu	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.unknown	options+defaults	Open Mine Menu	
key.open_muffler_gui	extremesoundmuffler	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open sound muffler screen	
key.oritech.augment_screen	oritech	UNIVERSAL	assumed	key.keyboard.g	key.keyboard.unknown	options+defaults	Implant Controls [Hold]	Управление имплантами [Удерживать]
key.overenchanted.echo_sight	overenchanted	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.unknown	options+defaults	Echo Sight Enchantment Use	Использование чар Зрячего Эха
key.overenchanted.lumberjack	overenchanted	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults	Lumberjack Enchantment Button	Кнопка Чар Лесоруба
key.pickItem	minecraft	UNIVERSAL	assumed	key.mouse.middle	key.mouse.middle	options+defaults		
key.playerlist	minecraft	UNIVERSAL	assumed	key.keyboard.tab	key.keyboard.tab	options+defaults		
key.ponder.ponder	ponder	UNIVERSAL	assumed	key.keyboard.w	key.keyboard.unknown	options+defaults		
key.prevDestination	rftoolsbase	IN_GAME	bytecode	key.keyboard.left.bracket	key.keyboard.unknown	options+defaults	Cycle to previous target	
key.previous_item.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle to previous item in DeepNull	
key.refinedstorage.clear_crafting_grid_matrix_to_inventory	refinedstorage	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Clear Crafting Grid matrix to inventory	Очистить терминал создания в инвентарь
key.refinedstorage.clear_crafting_grid_matrix_to_network	refinedstorage	UNIVERSAL	assumed	key.keyboard.x:CONTROL	key.keyboard.unknown	options+defaults	Clear Crafting Grid matrix to network	Очистить терминал создания в сеть
key.refinedstorage.focus_search_bar	refinedstorage	UNIVERSAL	assumed	key.keyboard.tab	key.keyboard.unknown	options+defaults	Focus search bar	Фокус на строку поиска
key.refinedstorage.open_portable_grid	refinedstorage	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Portable Grid	Открыть Переносной Терминал
key.refinedstorage.open_wireless_autocrafting_monitor	refinedstorage	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Wireless Autocrafting Monitor	Открыть беспроводный монитор автокрафта
key.refinedstorage.open_wireless_grid	refinedstorage	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Wireless Grid	Открыть Беспроводной Терминал
key.refinedstorage_quartz_arsenal.open_wireless_crafting_grid	refinedstorage_quartz_arsenal	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Wireless Crafting Grid	Открыть беспроводный терминал создания
key.relics.active_abilities_list	relics	UNIVERSAL	assumed	key.keyboard.left.alt	key.mouse.4	options+defaults	Active Abilities Menu	Меню активных способностей
key.relics.research_relic	relics	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Research Relic Under Cursor	Исследовать реликвию под курсором
key.remorphed_menu	remorphed	UNIVERSAL	assumed		key.keyboard.enter	options	Open menu to choose second shape	
key.right	minecraft	UNIVERSAL	assumed	key.keyboard.d	key.keyboard.d	options+defaults		
key.rsrifle.charge_firearm	rsrifle	UNIVERSAL	assumed		key.keyboard.g	options		
key.rsrifle.reload	rsrifle	UNIVERSAL	assumed		key.keyboard.c	options		
key.saveToolbarActivator	minecraft	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults		
key.screenshot	minecraft	UNIVERSAL	assumed	key.keyboard.f2	key.keyboard.f2	options+defaults		
key.screenshot_viewer.open_screenshots_screen	screenshot_viewer	UNIVERSAL	assumed		key.keyboard.unknown	options	Open Screenshot Manager	
key.scrollAbility	enigmaticlegacyplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Arcane Scroll Active Ability	Активная способность свитка:
key.securitycraft.cameraActivateNightVision	securitycraft	UNIVERSAL	assumed	key.keyboard.n	key.keyboard.unknown	options+defaults	Toggle Night Vision	Переключить ночное видение
key.securitycraft.cameraEmitRedstone	securitycraft	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.unknown	options+defaults	Toggle Redstone Output	Переключить выход редстоуна
key.securitycraft.cameraZoomIn	securitycraft	UNIVERSAL	assumed	key.keyboard.equal	key.keyboard.unknown	options+defaults	Zoom In	Приблизить
key.securitycraft.cameraZoomOut	securitycraft	UNIVERSAL	assumed	key.keyboard.minus	key.keyboard.unknown	options+defaults	Zoom Out	Отдалить
key.securitycraft.setDefaultViewingDirection	securitycraft	UNIVERSAL	assumed	key.keyboard.u	key.keyboard.unknown	options+defaults	Set default viewing direction	Установить направление просмотра по умолчанию
key.selectiveDisplacement	mahoutsukai	UNIVERSAL	assumed	key.keyboard.h	key.keyboard.unknown	options+defaults	Selective Displacement	Выборочная замена
key.settingsGUI	mahoutsukai	UNIVERSAL	assumed	key.keyboard.period	key.keyboard.unknown	options+defaults	Mahou Settings GUI	Настройки GUI Mahoutsukai
key.sfm.container_inspector.activation_key	sfm	UNIVERSAL	assumed	key.keyboard.i:CONTROL	key.keyboard.unknown	options+defaults	Toggle Container Inspector	Переключить инспектор контейнеров
key.sfm.item_inspector.activation_key	sfm	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	(WIP) Copy Hovered Item To Clipboard	(WIP) Скопировать наведённый предмет в буфер обмена
key.sfm.label_gun.clear_modifier	sfm	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Label Gun Clear Modifier	Модификатор очистки пистолета для меток
key.sfm.label_gun.contiguous_modifier	sfm	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.unknown	options+defaults	Label Gun Contiguous Modifier	Модификатор непрерывного действия пистолета для меток
key.sfm.label_gun.next_label	sfm	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Label Gun Next Label	Следующая метка на пистолете
key.sfm.label_gun.open_gui	sfm	UNIVERSAL	assumed		key.keyboard.unknown	options	Open Label Gun GUI	
key.sfm.label_gun.pick_block_modifier	sfm	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Label Gun Pick Block Modifier	Модификатор выбора блока пистолетом для меток
key.sfm.label_gun.previous_label	sfm	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Label Gun Previous Label	Предыдущая метка на пистолете
key.sfm.label_gun.pull_modifier	sfm	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Label Gun Pull Modifier	Модификатор получения меток пистолетом
key.sfm.label_gun.scroll_modifier	sfm	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Label Gun Scroll Modifier	Модификатор прокрутки пистолета для меток
key.sfm.label_gun.target_manager_modifier	sfm	UNIVERSAL	assumed	key.keyboard.right.alt	key.keyboard.unknown	options+defaults	Label Gun Target Manager Modifier	Модификатор выбора управляющего пистолетом для меток
key.sfm.manager.text_editor	sfm	UNIVERSAL	assumed	key.keyboard.e:CONTROL	key.keyboard.unknown	options+defaults	Manager Screen - Open Text Editor	Экран управляющего — открыть текстовый редактор
key.sfm.more_info	sfm	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Hold For More Info	Удерживать для подробной информации
key.sfm.text_editor.accept_intellisense	sfm	UNIVERSAL	assumed		key.keyboard.unknown	options	Text Editor - Accept Intellisense Suggestion	
key.sfm.title_screen.text_editor	sfm	UNIVERSAL	assumed	key.keyboard.e:CONTROL	key.keyboard.unknown	options+defaults	Title Screen - Open Text Editor	Главный экран — открыть текстовый редактор
key.sfm.toggle_label_view_key	sfm	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Cycle label gun view	Переключить режим отображения меток
key.sfm.toggle_network_tool_overlay	sfm	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Toggle network tool overlay	Переключить оверлей сетевого инструмента
key.shetiphiancore.tool.next	shetiphiancore	UNIVERSAL	assumed	key.keyboard.page.up	key.keyboard.unknown	options+defaults		
key.shetiphiancore.tool.previous	shetiphiancore	UNIVERSAL	assumed	key.keyboard.page.down	key.keyboard.unknown	options+defaults		
key.showcaseitem.showcaseitem	showcaseitem	GUI	bytecode	key.keyboard.t:SHIFT	key.keyboard.t	options+defaults	Showcase Item	
key.silentgear.cycle.back	silentgear	UNIVERSAL	assumed	key.keyboard.z	key.keyboard.unknown	options+defaults	Cycle Back	Назад
key.silentgear.cycle.next	silentgear	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults	Cycle Next	Вперед
key.silentgear.displayItemConstruction	silentgear	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Display Construction and Materials	
key.silentgear.displayItemProperties	silentgear	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.unknown	options+defaults	Display Properties and Traits	
key.silentgear.displayTraitDescriptions	silentgear	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.unknown	options+defaults	Display Trait Descriptions	
key.silentgear.openItem	silentgear	UNIVERSAL	assumed	key.keyboard.x	key.keyboard.unknown	options+defaults	Open Item	Открыть предмет
key.smallships.ship_sail	smallships	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.f10	options+defaults	Toggle Sail	Контроль паруса
key.smoothCamera	minecraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults		
key.sneak	minecraft	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.left.shift	options+defaults		
key.socialInteractions	minecraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults		
key.sophisticatedbackpacks.inventory_interaction	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.c	key.keyboard.unknown	options+defaults	Run Inventory Interaction Upgrades	Загрузить или выгрузить содержимое
key.sophisticatedbackpacks.open_backpack	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.b	key.keyboard.b	options+defaults	Open Backpack	Открыть рюкзак
key.sophisticatedbackpacks.toggle_upgrade_1	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.z:ALT	key.keyboard.unknown	options+defaults	Switch Upgrade in the 1st Slot On/Off	Переключить улучшение в слоте 1
key.sophisticatedbackpacks.toggle_upgrade_2	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.x:ALT	key.keyboard.unknown	options+defaults	Switch Upgrade in the 2nd Slot On/Off	Переключить улучшение в слоте 2
key.sophisticatedbackpacks.toggle_upgrade_3	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch Upgrade in the 3rd Slot On/Off	Переключить улучшение в слоте 3
key.sophisticatedbackpacks.toggle_upgrade_4	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch Upgrade in the 4th Slot On/Off	Переключить улучшение в слоте 4
key.sophisticatedbackpacks.toggle_upgrade_5	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch Upgrade in the 5th Slot On/Off	Переключить улучшение в слоте 5
key.sophisticatedbackpacks.tool_swap	sophisticatedbackpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Swap tool based on current block/entity	Заменить рабочий инструмент
key.sophisticatedcore.deposit_item	sophisticatedcore	UNIVERSAL	assumed	key.keyboard.apostrophe		defaults		
key.sophisticatedcore.item_highlight	sophisticatedcore	UNIVERSAL	assumed	key.keyboard.semicolon		defaults		
key.sophisticatedcore.restock_item	sophisticatedcore	UNIVERSAL	assumed	key.keyboard.backslash		defaults		
key.sophisticatedcore.sort	sophisticatedcore	UNIVERSAL	assumed	key.mouse.middle	key.keyboard.unknown	options+defaults	Sort Storage/Backpack	Сортировать хранилище или рюкзак
key.sophisticatedcore.transfer_to_inventory	sophisticatedcore	UNIVERSAL	assumed		key.keyboard.unknown	options	Transfer to Inventory	Перенести в инвентарь игрока
key.sophisticatedcore.transfer_to_storage	sophisticatedcore	UNIVERSAL	assumed		key.keyboard.unknown	options	Transfer to Storage	Перенести в инвентарь хранилища
key.sophisticateditemactions.deposit_item	sophisticateditemactions	UNIVERSAL	assumed		key.keyboard.apostrophe	options	Deposit Item into Storages	Разгрузить предметы в хранилища
key.sophisticateditemactions.item_highlight	sophisticateditemactions	UNIVERSAL	assumed		key.keyboard.unknown	options	Highlight Storage with Item	Подсветить хранилище с предметом
key.sophisticateditemactions.restock_item	sophisticateditemactions	UNIVERSAL	assumed		key.keyboard.unknown	options	Restock Item from Storages	Загрузить предметы из хранилищ
key.special_ability	alexscaves	UNIVERSAL	assumed		key.keyboard.u	options	Alex's Caves Special Ability	Особая способность Alex's Caves
key.spectatorOutlines	minecraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults		
key.spellstoneAbility	enigmaticlegacyplus	UNIVERSAL	assumed		key.mouse.5	options	Spellstone Active Ability	Активная способность камня:
key.sprint	minecraft	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.left.control	options+defaults		
key.starcatcher.expand_tournament	starcatcher	IN_GAME	bytecode		key.keyboard.unknown	options	Toggle Tournament Overlay	Переключить оверлей турнира
key.starcatcher.minigame_hit	starcatcher	UNIVERSAL	assumed	key.keyboard.space	key.keyboard.h	options+defaults	Minigame Hit	Удар мини-игры
key.starcatcher.open_guide	starcatcher	IN_GAME	bytecode		key.keyboard.unknown	options	Open guide	
key.stellaris.freeze_planet_menu	stellaris	UNIVERSAL	assumed	key.keyboard.x	key.keyboard.unknown	options+defaults	Freeze Planet Selection Menu	Заморозить планеты в меню выбора
key.stellaris.jetsuit_mode	stellaris	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Jet Suit Mode	Режим реактивного костюма
key.stellaris.tablet_info	stellaris	UNIVERSAL	assumed	key.keyboard.n	key.keyboard.unknown	options+defaults	Tablet Info	Информация о планшете
key.stickit.place	stickit	IN_GAME	bytecode	key.keyboard.p	key.keyboard.unknown	options+defaults	Place Item	
key.swapOffhand	minecraft	UNIVERSAL	assumed	key.keyboard.f	key.keyboard.f	options+defaults		
key.tankstorage.lockslot	tankstorage	GUI	bytecode	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Filter Slot	
key.tankstorage.opentankfromkeybind	tankstorage	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Tank	
key.tankstorage.toggleinsertmode	tankstorage	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Insert Mode	
key.tankstorage.toggleinteractionmode	tankstorage	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle Bucket Mode	
key.the_bumblezone.beehemoth_down	the_bumblezone	UNIVERSAL	assumed	key.keyboard.caps.lock	key.keyboard.unknown	options+defaults	Beehemoth Fly Down	Направить Шмеллиафана вниз
key.the_bumblezone.beehemoth_up	the_bumblezone	UNIVERSAL	assumed	key.keyboard.space	key.keyboard.unknown	options+defaults	Beehemoth Fly Up	Направить Шмеллиафана вверх
key.theurgy.change_item_mode	theurgy	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Change Item Mode	Изменить режим предмета
key.togglePerspective	minecraft	UNIVERSAL	assumed	key.keyboard.f5	key.keyboard.f5	options+defaults		
key.toggle_auto_feeding.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle DeepNull auto-feeding	
key.toggle_auto_pickup.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle DeepNull auto-pickup	
key.toggle_auto_smelting.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle DeepNull auto-smelting	
key.toggle_global_auto_pickup.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle global Null auto-pickup	
key.toggle_hud.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle DeepNull HUD	
key.toggle_sponge.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Toggle DampNull sponge upgrade	
key.toggle_transfer_direction.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle DeepNull transfer direction	
key.toggle_transfer_lock.desc	deepnullreforged	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle DeepNull output mode	
key.toms_storage.open_terminal	toms_storage	IN_GAME	bytecode	key.keyboard.b	key.keyboard.right.bracket	options+defaults	[Tom's Simple Storage] Open Terminal	[Tom's Simple Storage] Открыть терминал
key.toolbelt.cycle.left	toolbelt	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.left	options+defaults	Cycle Tool Left	Циклический инструмент слева
key.toolbelt.cycle.right	toolbelt	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.right	options+defaults	Cycle Tool Right	Циклический инструмент справа
key.toolbelt.open	toolbelt	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.left.bracket	options+defaults	Swap Tool	Заменить инструмент
key.toolbelt.slot	toolbelt	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Open Belt Slot Inventory	Открыть слот инвентарь Пояса
key.touhou_little_maid.dismount.desc	touhou_little_maid	IN_GAME	bytecode	key.keyboard.c		jar	Broom Dismount	Спешивание с метлы
key.touhou_little_maid.stt_chat.desc	touhou_little_maid	IN_GAME	bytecode	key.keyboard.x		jar	STT AI Chat	STT AI чат
key.touhou_little_maid_spell.open_ender_pocket	touhou_little_maid_spell	UNIVERSAL	assumed	key.keyboard.u		jar	Open Ender Pocket	
key.trashslot.delete	trashslot	UNIVERSAL	assumed	key.keyboard.delete	key.keyboard.delete	options+defaults	Delete Item	Удалить предмет
key.trashslot.delete_all	trashslot	UNIVERSAL	assumed	key.keyboard.delete:SHIFT	key.keyboard.unknown	options+defaults	Delete All Items of Type	
key.trashslot.toggle	trashslot	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Show/Hide TrashSlot	Показать/скрыть слот для мусорки
key.trashslot.toggle_lock	trashslot	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Lock/Unlock TrashSlot	
key.twilightforest.item_display_map_cycle	twilightforest	UNIVERSAL	assumed		key.keyboard.unknown	options	Cycle Item Display's Stored Maps	
key.twilightforest.red_thread_vision	twilightforest	UNIVERSAL	assumed		key.keyboard.unknown	options	See Red Thread with Goggles	
key.twilightforest.swap_hotbar	twilightforest	UNIVERSAL	assumed		key.keyboard.unknown	options	Swap Hotbar	
key.twilightforest.zoom	twilightforest	UNIVERSAL	assumed		key.keyboard.unknown	options	Zoom With Goggles	
key.universalgrid.open_wireless_universal_grid	universalgrid	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Wireless Universal Grid	Открыть беспроводной универсальный терминал
key.universalgrid.switch_wireless_universal_grid_type	universalgrid	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Switch Wireless Universal Grid Type	Switch Wireless Universal Grid Type
key.unmountVehicle	rftoolsbuilder	IN_GAME	bytecode	key.keyboard.backslash	key.keyboard.unknown	options+defaults	Unmount Vehicle	
key.use	minecraft	UNIVERSAL	assumed	key.mouse.right	key.mouse.right	options+defaults		
